Title,Timestamp,FullText,Tags,Author,Url,Label
 DPR RI Resmi Dibekukan Presiden Jokowi,NaN,Akun Facebook bernama Seputar nusantara mengunggah video berdurasi 10 menit dengan judul TEPAT HARI INI DPR RI RESMI DIBEKUKAN PRESIDEN PIMPIN LANGSUNG ACARA INIBerdasarkan hasil penelusuran isi video tersebut tidak sesuai dengan judul yang disematkan Dalam video Narator membacakan sejumlah artikel dari media daring Pertama artikel opini dari situs Sewordcom yang diunggah pada 30 Maret 2023 Artikel itu membahas soal dugaan penyelewengan dana di Kementerian Keuangan dan peran DPR dalam kasus tersebutBerikutnya narator membacakan artikel dari Goriaucom yang diterbitkan pada 31 Maret 2023 Artikel itu membahas pernyataan Ketua Komisi III DPR Bambang Wuryanto alias Bambang Pacul terkait Rancangan UndangUndang RUU Pembatasan Transaksi Uang Kartal dan RUU Perampasan AsetKemudian Cuplikan gambar Jokowi diambil dari YouTube Sekretariat Presiden yang diunggah pada 23 Oktober 2019 Dalam video itu Jokowi memperkenalkan calon anggota Kabinet Indonesia Maju 20192024Sekedar informasi menurut pasal 7C UUD 1945 dengan jelas menyatakan presiden tidak berhak membekukan atau membubarkan DPRREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-dpr-ri-resmi-dibekukan-presiden-jokowi/,1
 Anies Resmi Pilih Khofifah Hingga AHY Kejang Kejang Di Tempat,NaN,Sebuah akun Facebook mengunggah video dengan klaim Anies Baswedan resmi pilih Khofifah Indar Parawansa sebagai Cawapres 2024 Dalam video itu ditampilkan beberapa video salah satunya deklarasi yang dimaksud peresmian cawapres Faktanya video tersebut tidak sesuai dengan klaimBerdasarkan hasil penelusuran narasi dalam video dikutip dari dua artikel berbeda yaitu tribunnewscom dan lipuatan6com Dua artikel itu memberitakan kabar bahwa partai pendukung Anies Baswedan akan mejadikan Khofifah sebagai cawapres mendampingi Anies Namun sampai akhir April ini koalisi belum mengumumkan secara resmi siapakah yang akan menjadi cawapresVideo dalam unggahan itu tidak ada kaitannya dengan peristiwa pengumuman cawapres Khofifah Salah satu video merupakan kegiatan yang bertajuk syukuran dan launching pesantren Subulussalam yang dihadiri ketua Partai PKS Video lainnya diambil dari Youtube CNN Indonesia pada acara Political Show Deadlock Cawapres Koalisi Anies Baswedan  Political Show Full yang tayang pada Januari 2023 laluREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-anies-resmi-pilih-khofifah-hingga-ahy-kejang-kejang-di-tempat/,1
 Momen Pemilihan Umum di Indonesia Menjadi Bahan Jokes Candaan Bangsa Lain,NaN,Akun Twitter Laode4834 mengunggah video yang menampilkan seorang pakar teologi Gereja Advent Dr G T Ng yang tengah menjadi pembicara pada acara bertajuk Presentation at the General Conference Annual Council 2019 pada tahun 2019 laluDalam acara itu Dr G T Ng membandingkan pemilu di beberapa negara seperi Somalia Amerika dan Indonesia Ia menyebut hasil pemilu di Indonesia sudah diketahui sebelum pemilihan Di Indonesia mereka sudah tahu hasilnya sebelum pemilihan kata Dr G T Ng dalam bahasa Inggris yang langsung disambut tawa hadirinCuitan Twitter Komisioner KPU RI Pramono Ubaid Tanthowi menyebut bahwa Dr G T NG tidak ada kapasitas untuk berbicara mengenai politik karena dia bukan pakar politik Dia adalah salah satu dari tiga pejabat eksekutif gereja Dia menjadi penasihat untuk Kantor Misi Advent Kantor Arsip Institut Misi Dunia dan Ellen G White EstatePemilu di Indonesia sudah dilaksanakan dari tahun lalu 1955 hingga 2019 Dalam sejarah Pemilu di Indonesia hanya terdapat 2 sistem yang diterapkan Kedua sistem itu adalah proporsional tertutup dan proporsional terbuka  Pada Sistem pemilu tertutup rakyat hanya bisa memilih partai politik saja tanpa mengetahui sosok caleg Sedangan Sistem pemilu terbuka pemilih bisa mengetahui sosok caleg yang akan menjadi wakil rakyatREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-momen-pemilihan-umum-di-indonesia-menjadi-bahan-jokes-candaan-bangsa-lain/,1
 Joe Biden Umumkan Perang Dunia III,NaN,Beredar sebuah video TikTok yang mengklaim bahwa Presiden Amerika Serikat Joe Biden telah mengumumkan perang dunia III Video itu menampilkan Joe Biden saat melakukan konferensi pers beberapa waktu lalu Faktanya informasi tersebut tidak benarVideo dalam unggahan TikTok itu merupakan video lama saat Joe Biden melakukan konferensi pers di Gedung Putih pada Maret 2022 Pada keterangan pers tersebut Biden berterima kasih kepada anggota Dewan Perwakilan atas dukungan mereka untuk UkrainaDilansir dari CNN Brazil selain berbicara mengenai perang Ukraina Biden juga menyebutkan upaya peningkatan bahan bakar Biden melarang impor minyak gas alam dan batu bara dari RusiaDengan demikian unggahan TikTok yang mengklaim Joe Biden mengumumkan perang dunia III adalah salah Unggahan tersebut termasuk sebagai konten yang menyesatkanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-joe-biden-umumkan-perang-dunia-iii/,1
 MAHFUD MD AMBIL UANG TRILIUN MILIK NEGARA DARI ARTHERIA DAHLAN,NaN,Sebuah akun Facebook dengan nama pengguna Golliat mengunggah video dengan narasi Mahfud MD ambil uang triliunan milik negara dari Arteria DahlanBerdasarkan hasil penelusuran klaim Mahfud MD ambil uang triliunan milik negara dari Arteria Dahlan adalah salah alias tidak benar Gambar pada bagian thumbnail merupakan hasil editanSalah satu video identik terdapat pada unggahan Youtube milik Kompascom dengan judul Sempat Ragukan Pembangunan IKN Mahfud MD Akui Kini Dibuat TakjubSaat ini Arteria Dahlan masih menjadi Anggota Dewan Perwakilan Rakyat Republik Indonesia sejak 2014 sampai 2024 nantiHingga saat ini tidak ada pemberitaan atau informasi yang kredibel terkait informasi mengenai Mahfud MD ambil uang triliunan milik negara dari Arteria DahlanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-mahfud-md-ambil-uang-triliun-milik-negara-dari-artheria-dahlan/,1
 ANCAM JEBLOSKAN KEPENJARA JOKOWI GIBRAN TURUN TANGAN HADAPI AMIEN RAIS,NaN,PENJELASAN di atas klaim bahwa  ancam jebloskan Jokowi ke penjara Gibran turun tangan hadapi mulut kotor Amien Rais adalah salah dan masuk kategori konten yang dimanipulasiREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-ancam-jebloskan-kepenjara-jokowi-gibran-turun-tangan-hadapi-amien-rais/,1
 Giveaway Baim Wong melalui akun BossQue,NaN,PENJELASAN dan REFERENSIKategori Kategori Konten TiruanAkun Facebook BossQue fbcom pada 3 Mei 2023 mengunggah sebuah video yang menampilkan artis Baim Wong dengan narasiYang Bisa Menebak Mata Baim NO Berapa Langsung Baim Transfer Uang SekarangSumber archivephKC3m8 ArsipPENJELASANBerdasarkan hasil penelusuran adanya akun BossQue yang membagikan video konten giveaway dengan menggunakan video milik artis Baim Wong merupakan konten tiruanFaktanya akun itu merupakan akun palsu Kegiatan bagibagi hadiah oleh Baim Wong hanya akan dilakukan melalui Youtube dan Instagram live serta Facebook gaming resmi milik Baim dan Paula untuk menghindari penipuanBerdasarkan hasil penelusuran konten seperti ini pernah diperiksa faktanya melalui artikel berjudul SALAH Bos Baim mau bagibagi uang 10 juta orang melalui akun Facebook Bosqiuu BERBAGIl yang terbit di situs turnbackhoaxid pada 4 April 2023Dilansir dari artikel ini Paula istri dari Baim Wong melakukan klarifikasi dalam video yang diunggah pada 19 Juli 2020 di kanal Youtube Baby Kiano Tiger WongGiveaway kita itu selalu ada jamnya Jadi kalau giveaway Baim Paula itu hanya hanya ada di YouTube dan Instagram itu pun live Kita live karena menghindari settingan penipuan Kalau pun ada di Facebook itu giveaway di Facebook gaming Selain itu kita tidak pernah mengadakan giveaway kata Paula dalam video tersebutREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/04/salah-giveaway-baim-wong-melalui-akun-bossque/,1
 Giveaway Soimah Pancawati melalui akun Soimah Pancawati,NaN,PENJELASAN dan REFERENSIKategori Konten TiruanAkun Facebook Soimah Pancawati fbcom mengunggah sebuah video kegiatan bagibagi hadiah oleh artis Soimah Pancawati dengan narasi sebagai berikutSilakan Konfirmasi Hadiah Anda agar Segera Silakan Konfirmasi Hadiah Anda agar Segera Ditranfer Melalui Hubungi WhatsApp Admin  archivephfjxsG ArsipPENJELASANBerdasarkan hasil penelusuran adanya akun Facebook Soimah Pancawati yang mengunggah video dengan narasi giveaway dari Soimah Pancawati dan menggunakan video milik artis Soimah Pancawati merupakan konten tiruanFaktanya akun itu merupakan akun palsu Melalui akun instagram resmi Soimah menegaskan bahwa tidak ada give away yang dilakukan pada akun media sosial manapunBerdasarkan hasil penelusuran konten seperti ini pernah diperiksa faktanya melalui artikel berjudulSALAH Giveaway Soimah Pancawati melalui akun Mae Soimahh yang terbit di situs turnbackhoaxid pada 28 Maret 2023Dilansir dari artikel ini melalui akun instagram resmi showimah dirinya membantah mengadakan give away berupa uang tunai puluhan juta rupiahUntuk teman2 yg budiman sekali jgn pernah percaya seumur hidup sy gak pernah bikin2 gituan di media manapun jd kalo ada akun atas nama sy bikin give away itu jelas palsuuu karna sy sdh meng informasikan ini jadi kalo ada apa2 tanggung sendiri resikonya ya tulis Soimah dalam postingan InstagramnyaREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/03/salah-giveaway-soimah-pancawati-melalui-akun-soimah-pancawati/,1
 Foto Ganjar Pranowo mengenakan kaos bertuliskan CROT,NaN,PENJELASAN dan REFERENSIKategori Konten yang DimanipulasiAkun Facebook RAMIJ MATONDANG fbcomgousmatondang9 mengirimkan foto yang menampilkan Gubernur Jawa Tengah Ganjar Pranowo yang tampak mengenakan baju kaos bertuliskan CROT ke grup Facebook RELAWAN TANGGUH ANIES BASWEDAN dengan narasiWARGA JAKARTA CUEK KETIKA BANG GANJAR LARI PAGI HARI INI DI SENAYAN HANYA DI KERUMUNI OLEH MASSA CEBONG BAYARAN KacianDechLuSumber archivephEH1hJ ArsipPENJELASANBerdasarkan hasil penelusuran adanya foto Gubernur Jawa Tengah Ganjar Pranowo yang tampak mengenakan baju kaos bertuliskan CROT merupakan konten yang dimanipulasiFaktanya foto itu adalah hasil manipulasi dari foto ketika Ganjar Pranowo menepati janji untuk mencukur gundul rambutnya pada perayaan Hari Kanker Anak Sedunia Senin 28 Februari 2022 Di foto asli Ganjar mengenakan baju kaos dengan tulisan Dibawah Bendera Revolusi dan Dr Ir H SoekarnoFoto yang asli salah satunya dimuat di artikel berjudul Cukur Gundul Bentuk Empati Gubernur Jateng Pada Anak Penyintas Kanker yang terbit di situs humasjatengprovgoid pada 28 Februari 2022Dilansir dari artikel ini foto lain Ganjar Pranowo dari berbagai sudut juga diunggah Sama seperti foto yang pertama Ganjar tampak mengenakan baju kaos bertuliskan Dibawah Bendera Revolusi yang merupakan judul buku fenomenal yang menghimpun tulisantulisan Soekarno pada masa penjajahan Belanda 1917  1925 menurut Asvi Warman Adam 61 tulisan ditulis sejak tahun 19261941REFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/03/salah-foto-ganjar-pranowo-mengenakan-kaos-bertuliskan-crot/,1
 Video detik detik runtuhnya keindahan kelok 9,NaN,PENJELASAN dan REFERENSIKATEGORI Konteks yang SalahSUMBER TikTok  arsip cadanganNARASI detik detik runtuhnya keindahan kelok 9KELOK 9sumatra baratsusulan longsormendadak tadi pagibukit tinggi pekanbaruputus totalPENJELASANBerdasarkan 7 Jenis Mis dan Disinformasi oleh First Draft News termasuk Konteks yang Salah Ketika konten yang asli dipadankan dengan konteks informasi yang salah 1        View this post on Instagram            A post shared by Aribowo Sasmito aribowosasmito SUMBER membagikan konten dengan konteks informasi yang SALAH FAKTA TIDAK berkaitan dengan Kelok 9 yang dibagikan adalah video peristiwa longsor di Distrik Sirmaur negara bagian Himacal Pradesh yang terletak di India bagian utaraVerifikasi VideoSalah satu sumber video dengan konteks yang BENAR Hindustan Times di YouTube pada 31 Jul 2021 Landslide Himachal Rainfall Landslide in Himachal Pradeshs Sirmaur caught on camera on Friday  2Referensi Lainnya yang BerkaitanHasil pencarian Google Videos kata kunci himachal landslide 3Hasil pencarian Google News kata kunci himachal landslide 4Google Earth Sirmaur District in Himachal Pradesh 5REFERENSI1 firstdraftnewsorg Memahami gangguan informasi Google Translate    arsip cadangan2 youtubecom Watch Road collapses during dramatic landslide in Himachal Pradeshs Sirmaur    arsip cadangan3 googlecom    arsip cadangan4 googlecom    arsip cadangan5 earthgooglecom    arsip cadangan,NaN,NaN,https://turnbackhoax.id/2023/05/03/salah-video-detik-detik-runtuhnya-keindahan-kelok-9/,1
 Foto Megawati dan Ganjar Pranowo memegang kertas bergambar kesukaan cebong,NaN,PENJELASAN dan REFERENSIKategori Konten yang DimanipulasiAkun Facebook Olivya Arcadewi fbcomolivyaolivya9212 mengirimkan foto yang menampilkan Ketua Umum PDIP Megawati Soekarnoputri dan Ganjar Pranowo yang tampak memegang sebuah kertas yang terdapat tulisan kesukaan cebong dan foto artis JAV Shigeo Tokuda dan Maria Ozawa ke grup Facebook INDONESIA BERSUARA dengan narasiJangan lagi partai ini yg berkuasa Hampir 10 tahun Rakyat sudah cukup MENDERITASumber archivephbqTEJ ArsipPENJELASANBerdasarkan hasil penelusuran adanya foto yang menampilkan Ketua Umum PDIP Megawati Soekarnoputri dan Ganjar Pranowo yang tampak memegang sebuah kertas yang terdapat tulisan kesukaan cebong dan foto artis JAV Shigeo Tokuda dan Maria Ozawa merupakan konten yang dimanipulasiFaktanya foto itu adalah hasil manipulasi dari foto ketika Megawati Soekarnoputri menyerahkan berkas rekomendasi kepada Ganjar Pranowo yang saat itu jadi bakal calon Gubernur Jateng pada Minggu 7 Januari 2018 Di foto asli tersebut tidak ada tulisan kesukaan cebong ataupun foto artis JAVFoto yang asli dimuat di situs Antara Foto pada 7 Januari 2018 dengan keterangan Ketua Umum PDIP Megawati Soekarnoputri kiri menyerahkan berkas rekomendasi kepada bakal calon Gubernur Jateng Ganjar Pranowo di kantor DPP PDIP Lenteng Agung Jakarta Selatan Minggu 71 PDIP resmi mengumumkan para cagub dan cawagub enam provinsi yakni provinsi Sumatera Utara Sumatera Selatan Jawa Barat Jawa Tengah Kalimantan Barat dan Kalimantan Timur pada Pilkada 2018 ANTARA FOTOSigid Kurniawanaww18REFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-foto-megawati-dan-ganjar-pranowo-memegang-kertas-bergambar-kesukaan-cebong/,1
 SWISS MELARANG VAKSIN COVID19,NaN,PENJELASAN di atas klaim bahwa Swiss melarang vaksin Covid19 tidak terbukti dan termasuk ke dalam konten yang menyesatkanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-swiss-melarang-vaksin-covid-19/,1
 TNI DISANDERA OLEH TENTARA PEMBEBASAN NASIONAL PAPUA BARAT ,NaN,PENJELASAN di atas klaim bahwa TNI disandera oleh TPNPB adalah keliru dan termasuk ke dalam konten yang menyesatkanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-tni-disandera-oleh-tentara-pembebasan-nasional-papua-barat-tpnpb/,1
 WANITA HINDU HENTIKAN SALAT IDUL FITRI DI MASJID ADAM AMERIKA SERIKAT,NaN,PENJELASAN di atas klaim bahwa seorang wanita Hindu menghentikan salat Idul Fitri di Masjid Adam Amerika Serikat adalah keliru dan termasuk ke dalam konten yang menyesatkanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-wanita-hindu-hentikan-salat-idul-fitri-di-masjid-adam-amerika-serikat/,1
 Foto UPDATE TERKINI AKHIRNYA AHOK KEMBALI KE DKI,NaN,PENJELASAN dan REFERENSIKategori Konten yang DimanipulasiAkun Facebook Golliat fbcomGolliat456 pada 1 Mei 2023 mengunggah sebuah video yang menampilkan foto Basuki Tjahaja Purnama Ahok dan Presiden Joko Widodo Jokowi berjalan berdampingan dengan narasiVira1  Meng3jutkan Ah0k Ke Dk1 Keputusan Bulat Presiden Bikin Barisan Sak1t Hat1 Ket4kutanSumber archivephhossz ArsipPENJELASANBerdasarkan hasil penelusuran adanya video yang menampilkan foto Basuki Tjahaja Purnama Ahok dan Presiden Joko Widodo Jokowi berjalan berdampingan yang diklaim bahwa Ahok kembali ke DKI Jakarta karena keputusan bulat Presiden Jokowi merupakan konten yang dimanipulasiFaktanya foto di video itu adalah hasil manipulasi dari foto ketika Ahok di Monas pada tahun 2017 Di foto asli tidak ada Presiden Joko WidodoFoto yang asli salah satunya dimuat di artikel berita berjudul Jelang Pencoblosan Ahok Surveinya NaikTurun yang dimuat di situs Detikcom pada 18 April 2017 Foto ini diberi keterangan Ahok saat di Monas Grandyos ZafnadetikcomREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-foto-update-terkini-akhirnya-ahok-kembali-ke-dki/,1
 PENCULIKAN ANAK DI JALAN BROMO KOTA MEDAN,NaN,PENJELASAN di atas klaim bahwa terjadi penculikan anak di Jalan Bromo Kota Medan adalah keliru dan termasuk ke dalam konten yang menyesatkanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-penculikan-anak-di-jalan-bromo-kota-medan/,1
 Foto PAMIT MUNDUR DARI KABINET KERJA DIAMDIAM PRABOWO TIKAM JOKOWI DARI BELAKANG,NaN,PENJELASAN dan REFERENSIKategori Konten yang DimanipulasiAkun Facebook Golliat fbcomGolliat456 pada 1 Mei 2023 mengunggah sebuah video yang menampilkan Presiden Joko Widodo dan Menteri Pertahanan Prabowo Subianto dengan narasiTak Tau Berterimakasih  Pam1t Mundur Dari Kab1net KerjaD1am Si W0wo T1k4m Jok0wi Dari BelakangSumber archivephvQarg ArsipPENJELASANBerdasarkan hasil penelusuran adanya video yang menampilkan Presiden Joko Widodo dan Menteri Pertahanan Prabowo Subianto yang diklaim sebagai mundurnya Prabowo dari Kabinet Kerja merupakan konten yang dimanipulasiFaktnya foto di video itu adalah hasil manipulasi dari foto ketika Presiden Joko Widodo mengangkat Muhammad Sirajuddin Syamsuddin menjadi Utusan Khusus Presiden pada 23 Oktober 2017Foto yang asli salah satunya dimuat di artikel berita berjudul Jokowi Angkat Din Syamsuddin Jadi Utusan Khusus Presiden yang terbit di situs Kompas pada 23 Oktober 2017 Foto ini diberi keterangan Presiden Joko Widodo tengah didampingi Mensesneg Pratikno kiri mempersilakan mantan Ketua PP Muhammadiyah Din Syamsuddin kanan menyampaikan keterangan mengenai penunjukan dirinya sebagai utusan khusus presiden di Istana Merdeka Jakarta Senin 23102017 Presiden Joko Widodo mengangkat Din Syamsuddin sebagai utusan khusus presiden untuk dialog dan kerja sama antaragama dan peradabanANTARA FOTOPUSPA PERWITASARISelain itu sampai saat ini tidak ditemukan informasi yang valid terkait mundurnya Prabowo dari Kabinet KerjaREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-foto-pamit-mundur-dari-kabinet-kerja-diam-diam-prabowo-tikam-jokowi-dari-belakang/,1
 Foto Ganjar  maria ozawa,NaN,PENJELASAN dan REFERENSIKATEGORI Satireparodi SUMBER Facebook  arsip cadanganNARASI  Yg model begini mau di jadikan Presiden makin hancur indonesia di post Ganjar  maria ozawaPETUGAS PARTAI PEMAIN BOKEPBUDAK MEGAWATI BONEKACINA DAN BONEKA OLILARKI di dalam fotoPENJELASANBerdasarkan 7 Jenis Mis dan Disinformasi oleh First Draft News termasuk Satireparodi Tidak ada niat untuk merugikan namun berpotensi untuk mengelabui 1  View this post on InstagramA post shared by Aribowo Sasmito aribowosasmito SUMBER membagikan konten hasil SUNTINGAN FAKTA BUKAN foto Ganjar Pranowo foto ASLINYA sudah beredar sebelumnya bertahuntahun lalu di beberapa situs termasuk situs yang menyediakan layanan fotofoto stockVerifikasi FotoSalah satu sumber foto ASLI Female First pada 18 Jun 2014 Tomorrow is National Kissing Day and even into our adulthood we are still tough on others when it comes to this sign of affection according to MySingleFriendcom A massive 87 who have a poor first kiss would think twice about dating the offender most of whom are women  2Referensi Lainnya yang BerkaitanBeberapa situs yang menyediakan foto stockDreamstime Couple kissing with passion isolated on a white background 3FreeArt Couple kissing with passion isolated on a white background 4Can Stock Photo Couple kissing with passion isolated on a white background 5REFERENSI1 firstdraftnewsorg Memahami gangguan informasi Google Translate    arsip cadangan2 femalefirstcouk Dont diss your first kiss    arsip cadangan3 dreamstimecom Couple kissing with passion    arsip cadangan4 freeartcom Free art print of Couple kissing with passion    arsip cadangan5 canstockphotocom Couple Kissing With Passion    arsip cadangan,NaN,NaN,https://turnbackhoax.id/2023/05/02/salah-foto-ganjar-maria-ozawa/,1
 Akun WhatsApp Wakil Bupati Deli Serdang Yusuf Siregar Membagikan Donasi,NaN,PENJELASANBeredar sebuah akun WhatsApp Wakil Bupati Deli Serdang Yusuf Siregar dengan nomor  Akun tersebut menggunakan nama dan foto profil Yusuf Siregar dan mengirimkan pesan kepada pengurus tempat ibadah untuk menwarkan donasi dari Pemkab DeliMelaui media sosial resminya Pemkab Deli Serdang menegaskan akun tersebut bukan milik Wakil Bupati Deli Serdang Yusuf Siregar Pemkab Deli mengimbau kepada warga Deli Serdang diharapkan selalu waspada jika mendapatkan pesan serupa dan segera melaporkan ke pihak berwajibAhooiii kawan Deli Serdang Waspada dengan modus penipuan menggunakan akun palsu alias fake account yang mengatasnamakan pejabat Pemkab Deli Serdang Soalnya barubaru ini muncul lagi fake account yang mengatasnamakan Wakil Bupati Deli Serdang tulis Pemkab Deli Serdang melalui akun Twitter resmi DeliSerdangKab 12 April 2023Berdasar pada seluruh referensi akun WhatsApp Wakil Bupati Deli Serdang Yusuf Siregar dengan nomor  adalah palsu Akun tersebut masuk ke dalam kategori imposter content atau konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-akun-whatsapp-wakil-bupati-deli-serdang-yusuf-siregar-membagikan-donasi/,1
 Akun Facebook KBRI Doha Membagikan Hadiah Uang Tunai,NaN,PENJELASANBeredar akun Facebook Kedutaan Besar Republik Indonesia KBRI Doha mengirimkan pesan kepada pengguna Facebook yaitu pesan terpilih mendapatkan hadiah dari pihak KBRI Doha sebesar 1000 QAR dengan menjawab pertanyaan dimana negara anda tinggalSetelah ditelusuri melansir dari akun Facebook resmi KBRI Doha mengonfirmasi bahwa akun Facebook tersebut adalah akun palsu Mayarakat diimbau agar lebih waspada jika menerima pesan dari akun yang tidak terpercaya Akun media sosial resmi KBRI Doha yaituTwitter Facebook Instagram Youtube IndonesiainDohaWebsite  keterangan tersebut dapat dilihat bahwa akun Facebook KBRI Doha membagikan hadiah uang tunai adalah palsu dan masuk kategori konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-akun-facebook-kbri-doha-membagikan-hadiah-uang-tunai/,1
 Akun WhatsApp Pj Bupati Jepara Edi Supriyanta,NaN,PENJELASANBeredar sebuah akun WhatsApp menggunakan nama dan foto profil Pj Bupati Jepara Edy Supriyanta mengirimkan pesan kepada pengurus masjidFaktanya akun WhatsApp tersebut adalah bukan milik Pj Bupati Jepara Edy Supriyanta Pemkab Jepara mengklarifikasi melalui akun media sosial resminya dan mengimbau kepada warga Jepara agar mengabaikan pesan serupa dan berhatihati terhadap modus penipuan yang mengatasnamakan Pj Bupati JeparaBerdasar pada seluruh referensi akun WhatsApp Pj Bupati Jepara Edy Supriyanta adalah tidak benar dan masuk ke dalam kategori konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-akun-whatsapp-pj-bupati-jepara-edi-supriyanta/,1
 Surat Edaran Kelayakan Penerima Dana Donasi Oleh Pemkab Cilacap Tahun 2023,NaN,PENJELASAN di atas surat edaran tentang kelayakan penerima dana donasi yang diselenggarakan oleh Pemkab Cilacap Tahun 2023 adalah hoaks dan masuk kategori konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-surat-edaran-kelayakan-penerima-dana-donasi-oleh-pemkab-cilacap-tahun-2023/,1
 Akun WhatsApp Sekda Kota Madiun Soeko Dwi Handiarto Menawarkan Bantuan,NaN,PENJELASANBeredar sebuah akun WhatsApp Sekda Kota Madiun Soeko Dwi Handiarto dengan nomor  menawarkan bantuan kepada salah satu pengurus masjid untuk menawarkan bantuan dalam rangka meningkatkan ibadah di bulan RamdhanDilansir dari radarmadiunjawaposcom akun WhatsApp tersebut adalah bukan milik Sekda Kota Madiun Soeko Dwi Handiarto Sekretaris Dinas Komunikasi dan Informatika Diskominfo Kota Madiun Noor Aflah memastikan bukan milik Soeko Dwi Handiarto dan telah dikonfirmasi langsung oleh yang bersangkutanBerdasar pada seluruh referensi akun WhatsApp Sekda Kota Madiun Soeko Dwi Handiarto dengan nomor  adalah tidak benar dan dikategorikan sebagai imposter content atau konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-akun-whatsapp-sekda-kota-madiun-soeko-dwi-handiarto-menawarkan-bantuan/,1
 Akun WhatsApp Kepala Dinas Kominfo Kudus Dwi Yusi Sasepti,NaN,PENJELASANBeredar sebuah akun WhatsApp mengatasnamakan Kepala Dinas Kominfo Kudus Dwi Yusi Sasepti dengan nomor  Akun tersebut menggunakan nama dan foto profil Dwi Yusi Sasepti serta hendak menawarkan barang lelang kendaraan dari bankDiskominfo Kabupaten Kudus mengklarifikasi bahwa akun WhatsApp tersebut adalah tidak benar Akun tersebut merupakan akun palsu yang mengatasnmakan Kepala Dinas Kominfo Kudus Dwi Yusi Sasepto yang digunakan sebagai modus penipuan Pihak Diskominfo Kudus mengimbau agar selalu waspada terhadap modus penipuan yang beredarBerdasar pada seluruh referensi akun WhatsApp mengatasnamakan Kepala Dinas Kominfo Kudus Dwi Yusi Sasepti dengan nomor  adalah tidak benar dan masuk ke dalam kategori imposter content atau konten tiruanREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/30/salah-akun-whatsapp-kepala-dinas-kominfo-kudus-dwi-yusi-sasepti-2/,1
 Pertalite Turun 1800 per Liter,NaN,Sebuah cuitan Twitter beberapa hari lalu membuat heboh karena klaim Pertalite mengalami penurunan harga Pengunggah melampirkan tangkapan layar artikel Diswayid dengan judul Pertalite Turun 1800 per Liter Ini Daftar Harga BBM Terbaru di Seluruh SPBU Pertamina Hingga Shell yang diunggah pada 19 April 2023 laluFaktanya informasi tersebut tidak sesuai Berdasarkan pengumuman di laman mypertaminaid harga Pertalite per 1 April 2023 adalah Rp 10000 Dari daftar tersebut ada beberapa harga BBM yang mengalami penyesuaian harga seperti Pertamax Turbo dan DexliteHarga Pertamax Turbo yang berlaku di Provinsi DKI Jakarta mengalami penurunan dari Rp 15100 menjadi Rp 15000 Jenis BBM lain yang juga mengalami penurunan adalah Dexlite di Provinsi Jawa Tengah dari harga semula Rp 14950 menjadi Rp 14250Dilansir dari Youtube bisniscom yang dimaksud dalam unggahan Twitter yang telah dilihat 25 juta akun itu adalah BBM VIVO ron 90 yang setara dengan ron 90 milik Pertalite BBM Vivo 90 memang mengalami penurunan sebesar Rp1800 per liter menjadi Rp11600 per literREFERENSI,NaN,NaN,https://turnbackhoax.id/2023/04/29/salah-pertalite-turun-1-800-per-liter/,1
